MagneticField (Oe)	M(emu/g)
28003.3583984375	26.2364474863302
28208.6435546875	26.2721235043356
28278.541015625	26.2924770152485
28483.8408203125	26.312804873795
28548.9423828125	26.3490108457418
28674.0078125	26.3641806897539
28804.21875	26.3826297101685
28919.34375	26.4011777924118
29029.5576171875	26.4196601718396
29224.4052734375	26.4527873318136
29289.3837890625	26.4678784079667
29419.7666015625	26.4867168704473
29554.8115234375	26.5208300947214
29684.9462890625	26.5380614085389
29900.208984375	26.5715213700804
29975.2724609375	26.5874750218765
30090.080078125	26.6060930299764
30295.73828125	26.6376018889783
30360.9716796875	26.652882257707
30486.0966796875	26.6693162657604
30601.15234375	26.6848612754002
30796.208984375	26.7158619162664
30946.505859375	26.7316343313948
31116.49609375	26.76269026669
31181.7802734375	26.7780745253029
31296.9677734375	26.7937552242056
31416.9287109375	26.8243863838424
31557.1982421875	26.8394779059726
31692.4140625	26.8521354107748
31812.439453125	26.8670347882615
31937.48828125	26.9015469598105
32062.48828125	26.9165383856331
32187.59375	26.9290437916912
32307.720703125	26.9445717831304
32417.6728515625	26.9591232705763
32623.1181640625	26.9876151000433
32703.1328125	27.0015918564204
32828.326171875	27.0194906226251
33048.19921875	27.0467068026111
33128.236328125	27.0606918114642
33248.310546875	27.0885713011721
33368.58203125	27.1033477772788
33488.662109375	27.1163055926377
33598.833984375	27.1255824631977
33803.9453125	27.1563830028956
33874.033203125	27.1708658072538
34084.1171875	27.1843776372918
34239.65625	27.2098436484497
34299.537109375	27.2229627652448
34514.6015625	27.2497356155824
34584.724609375	27.2642626072616
34699.958984375	27.2754754202129
34910.060546875	27.3043420780823
34980.294921875	27.3151333848306
35105.580078125	27.3292353885243
35225.33984375	27.3399708754754
35345.44140625	27.3664172454257
35540.595703125	27.3793005468183
35605.533203125	27.39035232067
35735.77734375	27.4140311642479
35975.8828125	27.4300723888924
36045.771484375	27.4520261747415
36256.28125	27.4650174369174
36331.34375	27.4756863322366
36461.376953125	27.5021438460576
36581.8671875	27.5131600390127
36696.9296875	27.5250721249891
36906.880859375	27.5505663763214
37067.2890625	27.5604054610488
37232.203125	27.5844821099818
37302.3046875	27.5946883134809
37522.513671875	27.6188477900131
37587.42578125	27.6325687223088
37697.45703125	27.6424602683518
37927.58203125	27.6642020616379
37997.546875	27.6762087092598
38122.775390625	27.6882276222444
38243.142578125	27.7109113699017
38363.123046875	27.7223491239472
38493.279296875	27.7318807248551
38703.232421875	27.7558436267872
38843.521484375	27.7683785940084
39003.8359375	27.7894183671929
39083.892578125	27.8009082436109
39208.8984375	27.8139885404832
39404.265625	27.8306661710432
39469.419921875	27.8433148871024
39680.056640625	27.8539408912335
39759.91796875	27.875636081111
39889.869140625	27.884598180177
40009.8671875	27.8935482952421
40220.068359375	27.9146635014651
40300.337890625	27.9265228730696
40440.40234375	27.9454185196363
40570.466796875	27.9593224403958
40690.6015625	27.9670367493701
40815.650390625	27.9766487869931
40940.212890625	27.9972506046875
41065.43359375	28.005707523717
41186.14453125	28.0167925323027
41306.0859375	28.0260488514592
41521.32421875	28.0474402407512
41666.5078125	28.0576381009283
41731.431640625	28.0678482154698
41856.509765625	28.0905117359624
42086.5859375	28.0972044129929
42161.876953125	28.1185285604138
42361.833984375	28.1279814882629
42437.0	28.1489216317167
42562.07421875	28.1555175404705
42762.197265625	28.1646197277047
42837.126953125	28.1764867941052
42956.951171875	28.194645193049
43152.859375	28.203681052992
43212.900390625	28.2131391955938
43413.005859375	28.2324995688179
43558.318359375	28.2433301587194
43723.92578125	28.259321575557
43888.685546875	28.2699709497348
44054.1484375	28.2861834148263
44109.234375	28.2964265593779
44218.970703125	28.3068725060334
44349.029296875	28.3280488653276
44474.390625	28.3361235891669
44594.4375	28.3428969910273
44714.404296875	28.3509740799793
44844.513671875	28.3694738672385
44974.5546875	28.3791615488992
45094.77734375	28.3874567065478
45215.0703125	28.3960955117779
45425.427734375	28.4153745574341
45495.556640625	28.4234786918076
45615.73828125	28.4304907389545
45815.34765625	28.4497604320087
45985.708984375	28.4568166326038
46060.658203125	28.4757031316174
46190.70703125	28.4836459232547
46405.900390625	28.5010461744689
46480.947265625	28.51302856683
46601.0	28.517947647025
46806.09765625	28.5353762445453
46876.21875	28.5442683775513
46996.326171875	28.554470421014
47126.498046875	28.5615212681883
47256.994140625	28.5796615902949
47381.9140625	28.5886786615704
47512.1015625	28.5937728767122
47642.53515625	28.6129695393939
47868.205078125	28.6188265535865
48047.689453125	28.6371025764877
48107.951171875	28.6449092276006
48317.8828125	28.6610349225966
48463.087890625	28.6708359024492
48613.44921875	28.6852549836457
48673.515625	28.6915727458232
48788.546875	28.7011472316987
48908.71484375	28.7071511349545
49128.443359375	28.7255486522922
49203.9375	28.7334076717674
49329.15625	28.7411793578683
49454.021484375	28.761105230368
49664.5546875	28.7649005571364
49729.515625	28.7713190805771
49939.55859375	28.7900959598128
50004.70703125	28.7954750792554
50124.59765625	28.8037913960587
50344.98046875	28.820443281072
50410.240234375	28.8296833889896
50520.30078125	28.8365969241573
50730.3359375	28.8541087711705
50800.236328125	28.856801985453
51025.521484375	28.8769516194781
51090.70703125	28.8811274523549
51215.595703125	28.887070375334
51345.744140625	28.903596964935
51480.78515625	28.911989486857
51610.814453125	28.9201329061152
51731.06640625	28.9332243198863
51931.2109375	28.9410767571219
52001.3125	28.9468494425925
52116.5	28.9593983352671
52226.8125	28.9645511820557
52432.068359375	28.9807454279383
52502.072265625	28.9864516785086
52717.208984375	29.0010617072451
52867.318359375	29.0089628951409
53017.546875	29.0243072952552
53082.25	29.0306079645675
53197.34375	29.0387291803978
53317.66015625	29.0465669489497
53447.76171875	29.0627330483783
53572.7578125	29.065927619363
53692.876953125	29.0774286087726
53898.08203125	29.0853662651327
53968.12109375	29.097582043248
54098.298828125	29.1063326772219
54223.375	29.1122935583359
54423.67578125	29.1251856090157
54568.720703125	29.1321585683345
54719.02734375	29.1448577972067
54779.29296875	29.1529284295101
54894.1953125	29.1596291864403
55014.14453125	29.1691613101237
55214.546875	29.1823323180501
55369.46875	29.1878650170553
55439.552734375	29.2015881667411
55644.251953125	29.2088845072733
55714.384765625	29.2193116484104
55914.4765625	29.2299392942281
56059.998046875	29.237930850072
56214.96875	29.2503065896934
56360.40234375	29.2552517860244
56425.19140625	29.2628319183283
56535.3203125	29.2694308582019
56740.677734375	29.2832240430301
56905.708984375	29.2975526510656
57060.85546875	29.3040985468659
57131.064453125	29.3109552834924
57246.0234375	29.324927061375
57436.2109375	29.3313198498984
57596.505859375	29.3356538198376
57671.36328125	29.3515234859044
57881.794921875	29.3584809830081
58051.853515625	29.3698671857375
58122.001953125	29.376479595045
58332.39453125	29.3889965256641
58392.162109375	29.3963029905943
58597.181640625	29.4073203710827
58757.482421875	29.4152242104239
58832.537109375	29.4275083361288
59057.927734375	29.4355818300244
59133.3125	29.4404068346557
59263.28125	29.4544131607667
59388.255859375	29.4583610306407
59513.345703125	29.4653913788803
59643.130859375	29.4798628936922
59773.267578125	29.4883575672036
60018.517578125	29.4997048667349
60088.564453125	29.5052626320649
60213.5625	29.5111480711765
60338.701171875	29.5238199242342
60548.677734375	29.5284398155468
60628.9921875	29.5378520774133
60749.583984375	29.5428494150701
60864.68359375	29.5540674858584
60989.654296875	29.5605084911951
61109.72265625	29.5684683131817
61234.771484375	29.5784753653076
61455.3359375	29.5867562838346
61525.458984375	29.5929880261414
61640.578125	29.6021889365013
61760.380859375	29.6079744896048
61975.673828125	29.615049883454
62131.021484375	29.6284321552862
62206.14453125	29.6343131006773
62331.646484375	29.6413334717044
62436.83984375	29.6474283415074
62638.044921875	29.6581166522995
62708.365234375	29.6644878089133
62823.982421875	29.672112124916
62929.623046875	29.678153272134
63161.048828125	29.6877332371663
63321.828125	29.7016153629976
63397.33984375	29.7058368113052
63527.912109375	29.7120104328619
63638.236328125	29.7175299327409
63834.611328125	29.7315418200709
64020.7109375	29.7440261085411
64090.65625	29.7464505788537
64211.111328125	29.755895314109
64337.080078125	29.7615580115156
64462.798828125	29.7730155798233
64668.697265625	29.7766679667429
64739.216796875	29.7825596528611
64965.53125	29.7931904201548
65040.853515625	29.7998644026251
65156.380859375	29.8049043787216
65357.658203125	29.8170810292851
65428.328125	29.8234242268473
65548.8359375	29.8263210705407
65654.01171875	29.8355774267673
65850.4453125	29.8459578014086
65925.98828125	29.8536499135241
66056.94921875	29.8652007906101
66187.46875	29.8692655536245
66307.578125	29.8751594962985
66514.015625	29.885250999515
66669.8125	29.8907720223566
66740.30078125	29.8950903395961
66865.73828125	29.909816396058
66991.24609375	29.9136421404176
67157.0078125	29.9277259664713
67317.91015625	29.9301685985673
67433.8125	29.9370980533646
67549.44921875	29.9405151984944
67760.515625	29.9537929788712
67830.7578125	29.9581665235537
67951.65234375	29.9644921795131
68072.1328125	29.9778904221855
68293.48046875	29.9816018394157
68459.125	29.991368916896
68529.33984375	29.9978229542641
68655.0078125	30.0030276396132
68775.78515625	30.0154124507002
68901.67578125	30.0190591356947
69027.2109375	30.0248005895434
69238.19921875	30.0381131286197
69313.6640625	30.0409029257371
69439.40625	30.0457172178461
69665.7578125	30.0567790707754
69736.1015625	30.0604263243639
69867.02734375	30.0678325687494
70088.19140625	30.0779587146873
70238.76171875	30.0886003820409
70404.82421875	30.0938703929845
70460.1640625	30.1003267732869
70570.50390625	30.1067552592454
70701.265625	30.1166006875371
70922.27734375	30.1210922341229
70982.3203125	30.1316538448602
71198.76953125	30.1367328402057
71269.3984375	30.1432282266549
71379.9921875	30.1490105454512
71500.30078125	30.158153000822
71635.953125	30.1633144494266
71766.6015625	30.1679156245984
71897.18359375	30.1784724653914
72023.09765625	30.1802974379125
72138.51953125	30.1874018014166
72344.94140625	30.2004146307
72415.37109375	30.2040335814735
72540.86328125	30.2107834410282
72661.44140625	30.2163356662571
72776.8671875	30.2207754300624
72993.0	30.2281485447084
73138.95703125	30.2360397284968
73214.375	30.2453804940147
73350.2734375	30.2517117960193
73475.9921875	30.2557903637924
73596.515625	30.2637055359989
73727.4140625	30.2702900790941
73933.2734375	30.2764127413014
74124.5703125	30.2876548323238
74194.87890625	30.296717172852
74411.0859375	30.3003549586153
74481.44140625	30.3051371778497
74697.203125	30.3165489636822
74773.11328125	30.3180551066886
74894.06640625	30.325977822911
75094.7734375	30.3377955029943
75159.9921875	30.3412208058313
75361.10546875	30.3516200055715
75436.2734375	30.3545925824142
75566.79296875	30.3617024472519
75788.10546875	30.3718693970264
75853.36328125	30.3802234584207
75979.296875	30.3831034010923
76115.27734375	30.3944083304415
76335.98046875	30.3971019126896
76406.57421875	30.401081888797
76602.6015625	30.4129046847559
76667.86328125	30.415282432028
76793.54296875	30.4218206922544
76919.203125	30.4327821314796
77044.83203125	30.4352353613268
77175.609375	30.4404839311312
77387.02734375	30.44971173394
77457.19921875	30.4589207690726
77577.58203125	30.4598394253129
77703.16015625	30.4661821067714
77829.04296875	30.4729355715418
77960.15234375	30.4779940080776
78080.81640625	30.4865158393506
78196.3203125	30.4904776414292
78322.12109375	30.4982445079453
78452.93359375	30.5046978189148
78689.02734375	30.5125961322146
78849.9921875	30.5173998342225
78920.1640625	30.5212236063153
79126.30078125	30.5332841642917
79186.47265625	30.534400826149
79302.4296875	30.5392399311407
79423.125	30.5506361032828
79548.609375	30.5550516930622
79759.7890625	30.5611145271655
79915.6953125	30.5691905444883
79991.21484375	30.5731812172294
80121.9296875	30.5788703742665
80237.3046875	30.5869981107803
80443.16796875	30.5922359069305
80619.59375	30.600959808295
80694.75390625	30.6045422916209
80820.1953125	30.6093669368674
80941.09765625	30.6191041615473
81061.5859375	30.6230512437133
81182.25	30.6260313464128
81378.2734375	30.6314654095414
81544.1640625	30.6426278803531
81614.8671875	30.647405071635
81740.48828125	30.6547217767961
81946.3671875	30.659814122749
82021.78125	30.6643650227427
82222.62890625	30.6739187009496
82298.16796875	30.6795774945422
82424.0546875	30.6843086193127
82534.94921875	30.6874452118842
82735.9765625	30.6950587312214
82806.47265625	30.7024905561057
82926.859375	30.7045768677006
83052.5390625	30.7137664467587
83188.37109375	30.7182690374878
83319.015625	30.7235357866943
83449.55078125	30.731579219965
83580.2890625	30.7357025712501
83700.93359375	30.7421001757091
83891.5078125	30.7456467876364
83961.8359375	30.755492282394
84087.65625	30.7578802497029
84208.66015625	30.7651587930796
84409.86328125	30.7731683829916
84570.35546875	30.7756491636294
84645.8359375	30.7838098538839
84776.33203125	30.7905211880707
84901.890625	30.7934944430043
85113.15234375	30.8025559993429
85269.4609375	30.8070581498791
85339.515625	30.8099896210809
85455.234375	30.8191958967738
85575.89453125	30.8238506051692
85711.875	30.8287196813493
85832.5390625	30.8341314092216
85947.7421875	30.840459512741
86158.80078125	30.8461194098709
86224.23046875	30.8496607841938
86419.93359375	30.8599844649902
86495.23828125	30.8651682608819
86696.7109375	30.8657648046302
86777.34765625	30.8756417165024
86907.90234375	30.8779388142497
87023.515625	30.8860731587437
87235.015625	30.8947136656478
87310.2421875	30.8955982421105
87435.46484375	30.9022655097117
87561.35546875	30.9094083300033
87687.12890625	30.9144886165328
87903.48828125	30.9186417204991
87968.43359375	30.9264474860111
88184.41015625	30.933728878056
88255.03515625	30.9343678411595
88375.65234375	30.9428716852921
88506.375	30.9472722513705
88627.03515625	30.9519400676483
88742.671875	30.9568855981119
88868.328125	30.9618373740157
89004.0390625	30.9678122767434
89225.15234375	30.9761563963973
89305.375	30.9825338384756
89436.22265625	30.9845552306389
89561.828125	30.9899475390123
89692.65234375	30.9991108542802
89813.3828125	31.0017244515666
90001.08203125	31.0096625012443
89925.37109375	31.0119046684385
89882.1171875	31.0110360555103
89800.29296875	31.0039998171009
89692.4921875	30.9996117562419
89477.328125	30.9906737618151
89312.66796875	30.987023469491
89248.1171875	30.9818187563562
89118.6640625	30.9752011874415
88988.71875	30.9716637522668
88864.27734375	30.9663750388191
88660.234375	30.9555724634426
88595.28125	30.9520090400929
88391.75	30.9481879684955
88326.5703125	30.9407650681533
88206.84765625	30.9342814353025
87987.453125	30.9321676335324
87828.16796875	30.9229935601462
87678.80078125	30.9186462633157
87519.35546875	30.9123144850898
87370.140625	30.901129573821
87210.85546875	30.8980667270801
87150.94921875	30.8916367127688
87041.16796875	30.8905575595943
86926.57421875	30.8788448426105
86717.25390625	30.8744664864463
86637.3359375	30.8642130172356
86507.93359375	30.8611989252483
86383.3828125	30.8574304588709
86263.9453125	30.8515477939814
86149.30859375	30.8496753451224
86019.3671875	30.8397656575938
85884.85546875	30.8365214114502
85760.40625	30.8316058811685
85646.02734375	30.8237437024314
85521.5546875	30.8194176671992
85396.86328125	30.8137570102955
85277.28515625	30.8078738196124
85152.86328125	30.8058301277528
84933.2578125	30.7970234482322
84868.60546875	30.7901987325011
84754.12109375	30.7889872173921
84554.6640625	30.7792715975213
84390.6015625	30.7699716924212
84236.14453125	30.7649105661827
84166.32421875	30.7612605731496
84051.828125	30.7559734718217
83942.15625	30.7512759843932
83822.3984375	30.7407388308728
83603.38671875	30.7374760222831
83538.7421875	30.7304610665172
83319.3828125	30.7246739344901
83249.4609375	30.7163686628236
83040.3828125	30.7099488372616
82965.68359375	30.704642746464
82841.05859375	30.6957020126493
82721.45703125	30.6953865634573
82596.9921875	30.68801880643
82467.234375	30.686962305761
82342.40234375	30.6736528685568
82138.48046875	30.6715750373184
82078.41015625	30.6659834960531
81968.640625	30.6629482476175
81769.44140625	30.6520399259113
81699.67578125	30.647942965413
81569.796875	30.6434561069769
81450.078125	30.6384217273101
81325.8046875	30.6288576200575
81116.87109375	30.6241213513748
80957.40234375	30.6162636169824
80892.81640625	30.6110333310789
80783.09765625	30.6053702580212
80668.02734375	30.5954227994632
80434.390625	30.5923071873585
80364.57421875	30.588466413473
80235.015625	30.5783575714841
80110.421875	30.5711581040015
79985.765625	30.5687691502048
79861.5	30.5605153362968
79656.890625	30.5550515629927
79587.3203125	30.5506244108781
79467.796875	30.5416696327185
79348.234375	30.5343195483125
79128.87109375	30.5315976317032
79064.30078125	30.5214800177699
78840.1640625	30.5183683652517
78765.18359375	30.5097190981895
78640.4296875	30.5023596906293
78436.2265625	30.4954837731422
78361.59375	30.4891275982139
78147.671875	30.4837652208032
78072.63671875	30.4795843980083
77867.99609375	30.4695232677886
77797.94140625	30.4655075876138
77578.82421875	30.4541877209419
77504.25	30.451522085773
77299.44921875	30.4406812709213
77145.30078125	30.4339787192132
77080.515625	30.4297171746541
76966.109375	30.4195168618389
76741.546875	30.4135229889162
76676.79296875	30.4105430414337
76557.55078125	30.4002332917161
76428.14453125	30.3963369698892
76303.56640625	30.3922354022142
76184.140625	30.3863724782912
76064.57421875	30.3763376312901
75855.328125	30.3701315221825
75785.44921875	30.3590240352208
75660.421875	30.3545322541036
75530.80859375	30.3498708847732
75332.12109375	30.3463438760562
75257.08984375	30.3342407903652
75122.60546875	30.3295951935637
74997.98046875	30.326791356872
74883.140625	30.3174944517385
74763.6640625	30.3124303815587
74549.82421875	30.3055084994796
74475.01953125	30.2949755602249
74275.5546875	30.2915860293905
74205.8828125	30.2855129418152
74076.37890625	30.2739790289243
73952.109375	30.2688740362356
73827.3671875	30.2665587641618
73582.85546875	30.2553482242091
73518.26953125	30.2514991342754
73403.48046875	30.2438366683729
73283.88671875	30.2345981446799
73164.375	30.2322169709076
73039.8046875	30.2242999456076
72915.40625	30.2199500368689
72795.9296875	30.2147248897543
72676.24609375	30.2044060687948
72471.66015625	30.1998316317101
72327.40625	30.188738696189
72153.1328125	30.1818017565729
72003.80859375	30.1737706561187
71859.12109375	30.1703695465073
71784.41015625	30.1557358780764
71564.984375	30.1515103487447
71500.359375	30.1485240963079
71380.77734375	30.1377348459812
71166.66015625	30.1323300910768
71102.0078125	30.1242541041814
70877.55859375	30.1158963613208
70797.78515625	30.1028826965756
70668.265625	30.0983074473518
70543.828125	30.0932938756828
70424.73046875	30.0870993469903
70204.984375	30.0762013351007
70140.16796875	30.0721618735578
70025.42578125	30.0656126431222
69905.9296875	30.0592288372794
69692.10546875	30.0506246886844
69607.25390625	30.0417179980292
69482.38671875	30.0324515259152
69357.7109375	30.0273523983859
69228.28515625	30.0246054808429
69098.92578125	30.0108288458987
68964.4296875	30.0073398918127
68754.83203125	30.0023666188419
68700.15234375	29.9934401361343
68580.6953125	29.9849270951798
68451.33203125	29.9775818557359
68331.9765625	29.9734082800521
68117.74609375	29.9622862493915
68042.984375	29.9558543748882
67923.13671875	29.9544791119693
67708.8671875	29.9395737367465
67559.2421875	29.9327110158765
67494.60546875	29.9238046382897
67370.17578125	29.9214085350955
67250.45703125	29.9137028879185
67061.2109375	29.9027230336445
66901.94921875	29.8967496772001
66837.10546875	29.8908827782656
66722.60546875	29.8848803484792
66607.98828125	29.8737973224475
66393.55859375	29.8661673028849
66323.97265625	29.8614284297284
66099.484375	29.8519362838416
66030.19921875	29.8453445442357
65910.77734375	29.8331641026798
65696.41015625	29.8269652180859
65621.49609375	29.8223813171522
65496.79296875	29.8121293003747
65372.240234375	29.8051724338796
65247.791015625	29.7996757060097
65123.189453125	29.7859849160124
64913.58203125	29.7815602552955
64768.787109375	29.776753928614
64694.220703125	29.7639195803622
64564.783203125	29.7570667703351
64360.27734375	29.747574065474
64216.046875	29.739968590688
64056.583984375	29.7290502062123
63986.57421875	29.7225242960272
63867.056640625	29.7174679560216
63752.650390625	29.7104772446415
63633.1484375	29.7007858749181
63508.357421875	29.6930373629549
63393.705078125	29.6885689164331
63189.787109375	29.6798500659648
63120.01953125	29.6661341940828
62900.791015625	29.6635100677808
62751.111328125	29.6492703610282
62681.5078125	29.643641987787
62562.056640625	29.6372399612317
62442.404296875	29.6326056880116
62322.767578125	29.6213809939811
62198.35546875	29.6130535000394
61988.857421875	29.6001720898413
61914.203125	29.59566396782
61714.224609375	29.5886015639903
61645.001953125	29.5854998036318
61525.5390625	29.5693008485138
61400.96875	29.5635509138394
61191.8828125	29.5556672283074
61121.892578125	29.545489564716
60992.3515625	29.5390818164598
60872.986328125	29.5331981719623
60763.22265625	29.5272270601442
60573.869140625	29.5146655087317
60508.96484375	29.5098952562445
60299.546875	29.5021338448689
60234.994140625	29.4880044079245
60110.267578125	29.4809091479465
59896.10546875	29.476885111695
59741.4296875	29.4639567954745
59671.658203125	29.4592306170084
59551.95703125	29.4414050370026
59427.57421875	29.437587233915
59298.34765625	29.4331118386613
59173.71875	29.4245445415674
58964.515625	29.414080291794
58815.068359375	29.4046728760338
58745.333984375	29.3924571707087
58540.669921875	29.3885653057344
58470.943359375	29.3786191017401
58336.662109375	29.3678771176983
58197.228515625	29.3582405659376
58067.580078125	29.3539066912476
57942.666015625	29.3398476274556
57733.76171875	29.3327903478164
57574.232421875	29.320308519613
57424.669921875	29.313790703517
57355.26953125	29.3025274174684
57230.84375	29.2956429391166
57101.0546875	29.2876708806605
56892.046875	29.276180081908
56737.4296875	29.2688170797743
56587.931640625	29.2536840945321
56513.21484375	29.2498454705531
56383.6015625	29.2392369122857
56263.943359375	29.2341151553932
56144.357421875	29.2207729107464
56024.95703125	29.2122447276971
55804.837890625	29.2010847829796
55735.169921875	29.1941288327753
55526.341796875	29.1838411058829
55456.5546875	29.1726623250566
55247.515625	29.1663988325958
55172.587890625	29.1586456102505
55062.890625	29.152908156266
54953.380859375	29.1388876769158
54743.982421875	29.1312134813599
54669.279296875	29.1160481421882
54545.046875	29.1106451102686
54430.193359375	29.1037701435641
54300.66015625	29.0964642755727
