Magnetic Field (Oe),Temperature (K),Moment (emu),M (emu/g)
0.3931894749403,10.0049686,1.35316020412594E-5,4.73132938505573E-4
92.1553573608398,10.0036364,1.76307351382216E-5,6.16459270567189E-4
389.440795898438,10.0062609,0.0058312640070267,0.203890349896038
453.150344848633,10.0066748,0.00851003155091318,0.29755355073123
568.276718139648,10.00712395,0.0110302066494767,0.385671561170514
985.467041015625,10.004777,0.0202667129530831,0.708626327030878
1060.04772949219,10.0044394,0.0225269385718276,0.787655194819147
1276.150390625,10.0036116,0.0269904024333433,0.943720364802213
1340.39312744141,10.0041261,0.0292132593974688,1.02144263627513
1468.79870605469,10.00412035,0.0314528334270706,1.09974942052694
1597.66015625,10.0034432,0.0359525682686269,1.25708280659535
1721.89935302734,10.00357815,0.0382019055807382,1.33573096436148
1851.31201171875,10.00388385,0.0404527968303843,1.41443345560784
2055.51525878906,10.0032473,0.0449492447651223,1.57165191486442
2223.93212890625,10.003581,0.0471940736309699,1.6501424346493
2382.18798828125,10.0029392,0.0516714925334154,1.80669554312641
2440.44714355469,10.00302025,0.0538702361613572,1.88357469095655
2553.05847167969,10.0033097,0.0560368162086201,1.95932923806364
2764.59973144531,10.0026484,0.0604437042680106,2.11341623314722
2834.65319824219,10.00281335,0.0626850130992701,2.19178367479965
2949.75732421875,10.00285385,0.0649284411303882,2.27022521434924
3074.75219726562,10.00252675,0.0694145075891869,2.4270806849366
3209.82592773438,10.0025358,0.071654863668119,2.50541481357059
3329.94921875,10.00256535,0.0738911126479931,2.58360533734242
3540.44201660156,10.0026636,0.0783611115775485,2.73989900620799
3695.78625488281,10.0025339,0.0805923278348657,2.81791356065964
3770.8125,10.00232745,0.0850477137939205,2.97369628650072
3985.59985351562,10.0022926,0.0872666322261128,3.05128084706688
4060.88525390625,10.0019898,0.089489698263673,3.12901042879975
4196.24243164063,10.00162835,0.0939240715596805,3.28405844614268
4321.27221679687,10.001585,0.0961424234569497,3.36162319779544
4436.40063476562,10.00138235,0.098362435532828,3.43924599765133
4881.48095703125,10.0016308,0.107210066695159,3.74860373059996
5041.55249023438,10.0021467,0.111610641004782,3.90246996520217
5216.5693359375,10.0014925,0.113810991620345,3.97940530141066
5291.56494140625,10.0015378,0.118211229290963,4.13325976541829
5421.66162109375,10.0015311,0.120391064867697,4.20947779257682
5546.61840820313,10.00149105,0.122586062205343,4.28622595123577
5751.95141601562,10.0021434,0.126949152629244,4.43878156046308
5817.03149414062,10.0017872,0.129133323419017,4.5151511684971
6031.896484375,10.00143335,0.133505101506458,4.66801054218385
6191.81591796875,10.0021477,0.135674175767093,4.74385229954871
6266.66577148438,10.0021019,0.137843162949327,4.81969101221423
6396.51245117187,10.001554,0.142174149946157,4.9711241239915
6511.66577148438,10.0012841,0.144330260963978,5.04651262111811
6626.8720703125,10.00165555,0.146489877602024,5.12202369237846
6736.7353515625,10.00144005,0.14865203701359,5.19762367180385
6841.845703125,10.000968,0.150806960355534,5.27297064180189
7051.8515625,10.00140335,0.155109169089123,5.42339752059871
7122.20556640625,10.00139335,0.157246388352733,5.49812546687878
7346.8740234375,10.0010233,0.16153627310738,5.64812143732098
7506.91333007812,10.0019789,0.163674392124652,5.7228808435193
7581.80297851562,10.0017853,0.16793174570214,5.87173936021469
7701.82250976563,10.0014553,0.170054353712752,5.9459564235228
7821.94409179688,10.0016131,0.172188755389835,6.02058585279143
8036.82666015625,10.00150345,0.176412522701283,6.16827002452038
8196.59545898438,10.0013351,0.178526412746685,6.24218226387011
8356.703125,10.0013103,0.182732676016815,6.38925440618234
8416.65625,10.00102135,0.184847891427178,6.46321298696427
8526.63623046875,10.00071475,0.186944918478453,6.53653561113472
8651.75341796875,10.00076195,0.18903393019492,6.60957797884336
8872.17431640625,10.0011559,0.19322784025863,6.75621819086119
8937.126953125,10.00090935,0.195308078971976,6.82895381020895
9067.08203125,10.00073335,0.197381709195938,6.90145836349433
9197.330078125,10.00099035,0.201529072751429,7.04647107522479
9322.48046875,10.00098845,0.20359628145516,7.11875109983077
9452.44921875,10.0008435,0.20566170781731,7.19096880480105
9587.3876953125,10.0011406,0.209773359991514,7.33473286683615
9717.4482421875,10.00103855,0.211851916715219,7.40740967535731
9832.13671875,10.00066945,0.213901323929399,7.47906727025871
9956.94677734375,10.000813,0.21592951883906,7.54998317619091
10182.2602539062,10.0004082,0.220003883705579,7.69244348620906
10342.4951171875,10.0000429,0.224070146781237,7.83462051682647
10407.1640625,10.0006933,0.226111908649731,7.90601079194864
10527.1005859375,10.0011015,0.228116159097925,7.97608947894843
10647.4946289062,10.00055125,0.230141766719629,8.04691492026675
10852.0668945312,10.0006037,0.234165453573229,8.18760327179123
10922.4750976562,10.00037435,0.236156295642044,8.2572131343372
11047.287109375,10.0003214,0.238167293832351,8.32752775637591
11172.25,10.00059365,0.242131457540229,8.46613487902899
11382.3408203125,10.0001812,0.244129454032249,8.53599489623248
11552.0625,10.0006628,0.248102550498253,8.67491435308577
11621.9560546875,10.0007267,0.2500698733006,8.74370186365735
