Temperature (K),Magnetic Field (Oe),Moment (emu),M (emu/g)
9.31436015,99.7514266967773,0.00242136168981523,0.0846629961473857
9.37750675,99.7514266967773,0.00240484140728592,0.0840853638911161
9.4378395,99.7514266967773,0.00238750802953448,0.0834793017319748
9.5092406,99.7514266967773,0.00237077956450846,0.0828943903674287
9.580143,99.7514266967773,0.00235426061168136,0.0823168046042434
9.62941555,99.7514266967773,0.0023381681402152,0.0817541307767552
9.7032943,99.7514266967773,0.00232214590556587,0.0811939127820234
9.776402,99.7514266967773,0.0023063018160283,0.0806399236373531
9.83940175,99.7514266967773,0.00229021914631173,0.0800775925283821
9.91521265,99.7514266967773,0.00227444229312511,0.0795259543050738
9.97992085,99.7514266967773,0.00225964134383677,0.0790084385956912
10.03149555,99.7514266967773,0.00224493673080174,0.0784942912867741
10.1079464,99.7514266967773,0.002230699031546,0.0779964696344755
10.17108725,99.7514266967773,0.0022152294372308,0.0774555747283496
10.23492335,99.7514266967773,0.00220017714905665,0.0769292709460367
10.31136275,99.7514266967773,0.00218632011750909,0.0764447593534647
10.36491395,99.7514266967773,0.0021722696049156,0.0759534826893567
10.4382944,99.7514266967773,0.00215792589216653,0.075451954271557
10.5010047,99.7514266967773,0.00214404565289194,0.0749666312199979
10.565073,99.7514266967773,0.00212989586862622,0.0744718835183993
10.63833,99.7514266967773,0.00211649466335088,0.0740033099073734
10.70004225,99.7514266967773,0.00210367978192914,0.0735552371303895
10.76286175,99.7514266967773,0.00209021777794429,0.0730845376903598
10.83561565,99.7514266967773,0.00207706352920041,0.0726245989230913
10.904501,99.7514266967773,0.00206401308422742,0.0721682896583014
10.97211405,99.7514266967773,0.00205127304995454,0.0717228339144944
11.03068305,99.7514266967773,0.00203826823332875,0.0712681200464598
11.09689285,99.7514266967773,0.00202548048022321,0.0708209958120004
11.16298915,99.7514266967773,0.00201348992059663,0.0704017454754066
11.23238275,99.7514266967773,0.00200114857280548,0.0699702298183734
11.3054981,99.7514266967773,0.00198919974450898,0.0695524386191951
11.37011245,99.7514266967773,0.00197737332556979,0.0691389274674752
11.4256926,99.7514266967773,0.00196519101836051,0.0687129726699479
11.49878695,99.7514266967773,0.00195299910590359,0.068286682024601
11.57265185,99.7514266967773,0.00194134121913114,0.0678790636059839
11.66717765,99.7514266967773,0.00192465559817283,0.0672956502857633
11.736331,99.7514266967773,0.00191334920902696,0.0669003219939496
11.78685665,99.7514266967773,0.00190205760335942,0.0665055106069727
11.85779665,99.7514266967773,0.00189111517049383,0.0661229080592248
11.93009565,99.7514266967773,0.00188024250522292,0.0657427449378643
12.00288535,99.7514266967773,0.0018693318830522,0.0653612546521748
12.0862975,99.7514266967773,0.00185322912627608,0.0647982211984643
12.16576815,99.7514266967773,0.0018423783762302,0.0644188243437133
12.2344556,99.7514266967773,0.00183220348745864,0.0640630590020503
12.29341125,99.7514266967773,0.00182219898699025,0.0637132512933654
12.3655133,99.7514266967773,0.00181162601454179,0.0633435669420206
12.4286237,99.7514266967773,0.00180169297815196,0.0629962579773413
12.49789765,99.7514266967773,0.00179176647378726,0.0626491774051489
12.5658879,99.7514266967773,0.00178164723947207,0.0622953580234989
12.62557745,99.7514266967773,0.0017717393113293,0.0619489269695559
12.6915865,99.7514266967773,0.00176197450206992,0.0616075000723748
12.75274375,99.7514266967773,0.00175227245378834,0.0612682676149769
12.82036975,99.7514266967773,0.00174295461623866,0.0609424690992539
12.8933988,99.7514266967773,0.00173363798777815,0.0606167128593759
12.95232915,99.7514266967773,0.0017242612427919,0.0602888546430734
13.01765445,99.7514266967773,0.0017148110127053,0.0599584270176678
13.0946479,99.7514266967773,0.00170562760307542,0.0596373287788608
13.1558061,99.7514266967773,0.00169622117597912,0.0593084327265426
13.2299976,99.7514266967773,0.00168739523981089,0.0589998335598213
13.28701735,99.7514266967773,0.001678781875804,0.0586986669861538
13.3465171,99.7514266967773,0.00166983349237774,0.0583857864467741
13.4222579,99.7514266967773,0.00166136782676699,0.0580897841526919
13.49219225,99.7514266967773,0.00165253043130791,0.0577807843114654
13.5610957,99.7514266967773,0.00164367797422262,0.0574712578399517
13.6287198,99.7514266967773,0.00163505175506927,0.0571696417856388
13.6849227,99.7514266967773,0.00162685261419894,0.0568829585384245
13.74955225,99.7514266967773,0.00161872927211205,0.0565989255983234
13.82504225,99.7514266967773,0.00161069000819287,0.0563178324542961
13.8913517,99.7514266967773,0.00160217083174077,0.0560199591517752
13.95147275,99.7514266967773,0.00159382840992853,0.0557282660814171
14.01272965,99.7514266967773,0.0015858501993605,0.0554493076699475
14.08875465,99.7514266967773,0.00157802841027815,0.055175818541194
14.1592708,99.7514266967773,0.00157016440532019,0.0549008533328738
14.22494075,99.7514266967773,0.00156249482420629,0.0546326861610591
14.27579405,99.7514266967773,0.00155479237702553,0.0543633698260675
14.34565545,99.7514266967773,0.00154683060114646,0.054084986054072
14.4186778,99.7514266967773,0.00153931733887479,0.0538222845760416
14.49186565,99.7514266967773,0.00153186398606979,0.053561677834608
14.5484171,99.7514266967773,0.00152427072045387,0.0532961790368486
14.6150012,99.7514266967773,0.00151714868327534,0.053047156757879
14.6876297,99.7514266967773,0.00150973393391072,0.0527878997870881
14.74397565,99.7514266967773,0.00150226083728799,0.0525266027023773
14.8181677,99.7514266967773,0.00149523049275959,0.0522807864601255
14.8877497,99.7514266967773,0.00148814011711553,0.0520328712278157
14.93861295,99.7514266967773,0.00148073769501476,0.0517740452802364
15.01270675,99.7514266967773,0.00147408315280164,0.0515413689790783
15.0770817,99.7514266967773,0.00146711177311011,0.0512976144444094
15.1418076,99.7514266967773,0.00146031251247574,0.0510598780585923
15.21055605,99.7514266967773,0.00145335364935594,0.0508165611662916
15.27033565,99.7514266967773,0.00144637714778527,0.0505726275449395
15.33744955,99.7514266967773,0.00143952784563681,0.0503331414558325
15.4067502,99.7514266967773,0.00143290221841828,0.0501014761684713
15.48585125,99.7514266967773,0.00142673630831346,0.049885884906065
15.535337,99.7514266967773,0.00142014276417238,0.0496553414046287
15.6042328,99.7514266967773,0.00141336612658293,0.0494183960343682
15.69283625,99.7514266967773,0.00140357316598655,0.0490759848247045
15.7713966,99.7514266967773,0.00139718141176042,0.0488524969147
15.8369517,99.7514266967773,0.00139075315100986,0.0486277325527923
15.9048328,99.7514266967773,0.0013845834939713,0.0484120102787168
15.9700222,99.7514266967773,0.00137869112671935,0.0482059834517255
16.03570655,99.7514266967773,0.00137266540338143,0.0479952938245255
16.10418415,99.7514266967773,0.00136637291433568,0.0477752767250238
16.17566205,99.7514266967773,0.001360260499029,0.0475615559101049
16.24127575,99.7514266967773,0.00135418339316841,0.0473490696912032
16.3078375,99.7514266967773,0.00134860746095299,0.0471541070263283
16.36790465,99.7514266967773,0.00134248307771692,0.0469399677523399
16.4341173,99.7514266967773,0.00133686560629684,0.0467435526677217
16.50809,99.7514266967773,0.0013309140027167,0.0465354546404441
16.5684595,99.7514266967773,0.00132499977929253,0.0463286636116269
16.63422015,99.7514266967773,0.00131942914622378,0.0461338862316007
16.70475485,99.7514266967773,0.00131344226904122,0.0459245548615811
16.76556205,99.7514266967773,0.00130844534181549,0.0457498371264157
16.83720775,99.7514266967773,0.00130276016160815,0.0455510546016836
16.91196825,99.7514266967773,0.00129712357710196,0.0453539712273413
16.9791403,99.7514266967773,0.00129140950365778,0.0451541784495727
17.03246025,99.7514266967773,0.00128627705425856,0.0449747221768727
17.1056719,99.7514266967773,0.00128079681715906,0.044783105495072
17.1603699,99.7514266967773,0.00127552122691299,0.044598644297657
17.23073005,99.7514266967773,0.00127002315875253,0.0444064041521864
17.2988224,99.7514266967773,0.00126472921874,0.0442213013545455
17.3638382,99.7514266967773,0.00125970496559709,0.0440456281677304
17.4321594,99.7514266967773,0.0012543871979645,0.043859692236521
17.49590205,99.7514266967773,0.00124931181905056,0.0436822314353343
17.56026555,99.7514266967773,0.0012440473159258,0.0434981578995035
17.62903305,99.7514266967773,0.00123942383104486,0.0433364975889811
17.7004633,99.7514266967773,0.00123418115809262,0.0431531873458958
17.7565365,99.7514266967773,0.00122905351856628,0.0429738992505692
17.83091925,99.7514266967773,0.00122416726435758,0.042803051201314
17.8925438,99.7514266967773,0.00121920765891365,0.0426296384235542
17.96502975,99.7514266967773,0.00121414425823383,0.0424525964417423
18.03079415,99.7514266967773,0.00120962286171085,0.0422945056542255
18.09379385,99.7514266967773,0.00120461625203152,0.0421194493717315
18.15920735,99.7514266967773,0.00119994355853035,0.0419560684800822
18.23198415,99.7514266967773,0.00119504899943894,0.0417849300503126
18.28907775,99.7514266967773,0.00119049112205463,0.0416255637082038
18.3605814,99.7514266967773,0.00118582263249449,0.0414623298074997
18.4286375,99.7514266967773,0.00118127670334596,0.0413033812358727
18.4916096,99.7514266967773,0.00117681717525155,0.0411474536801241
18.5595913,99.7514266967773,0.00117200776677681,0.0409792925446437
18.6266098,99.7514266967773,0.00116738939174672,0.040817810900235
18.69023705,99.7514266967773,0.00116285378948075,0.0406592234084178
18.753171,99.7514266967773,0.00115879677781312,0.0405173698536056
18.823204,99.7514266967773,0.00115418434723568,0.0403560960571916
18.88923265,99.7514266967773,0.00115013559312083,0.040214531228001
18.9544888,99.7514266967773,0.00114541071273009,0.0400493256199332
19.0226107,99.7514266967773,0.00114115894833837,0.0399006625293136
19.09144305,99.7514266967773,0.00113662397441992,0.0397420970076895
19.15701675,99.7514266967773,0.00113260210055797,0.0396014720474815
19.224638,99.7514266967773,0.00112818186332416,0.0394469182980476
19.28756425,99.7514266967773,0.00112405685270916,0.0393026871576629
19.35650445,99.7514266967773,0.00111985017639563,0.0391556005732738
19.4230108,99.7514266967773,0.00111554020151587,0.0390049021509045
19.4894104,99.7514266967773,0.00111170878010016,0.0388709363671385
19.55631635,99.7514266967773,0.00110752522644059,0.0387246582671535
19.6203566,99.7514266967773,0.00110329730190414,0.038576828737907
19.689168,99.7514266967773,0.00109923408040226,0.0384347580560231
19.7532215,99.7514266967773,0.00109514445325609,0.0382917640998633
19.8236799,99.7514266967773,0.00109129387031607,0.0381571283327297
19.88944145,99.7514266967773,0.0010874915940922,0.0380241816116154
19.952548,99.7514266967773,0.00108348975896441,0.0378842573064479
20.01995945,99.7514266967773,0.00107973476835054,0.0377529639283406
20.0862474,99.7514266967773,0.00107571085705327,0.0376122677291353
20.1543417,99.7514266967773,0.0010716891007883,0.0374716468807098
20.22149755,99.7514266967773,0.00106834441176185,0.0373546997119528
20.283762,99.7514266967773,0.00106439937147965,0.0372167612405472
20.35082625,99.7514266967773,0.00106053984998905,0.0370818129366801
20.42038345,99.7514266967773,0.00105714835236728,0.0369632291037511
20.4815073,99.7514266967773,0.00105316200129109,0.0368238461989892
20.55304335,99.7514266967773,0.00104962791698401,0.0367002768176227
20.6184969,99.7514266967773,0.00104605761391536,0.0365754410459916
20.6889162,99.7514266967773,0.00104224156657877,0.0364420128174395
20.7521677,99.7514266967773,0.00103871929457553,0.0363188564536899
20.81427765,99.7514266967773,0.00103504459026584,0.0361903702890154
20.88300515,99.7514266967773,0.00103158698532305,0.0360694750112955
20.9496536,99.7514266967773,0.00102808566061272,0.0359470510703748
21.01800825,99.7514266967773,0.00102440714253515,0.0358184315571731
21.08076765,99.7514266967773,0.00102116847823175,0.0357051915465647
21.14791485,99.7514266967773,0.00101753986917322,0.0355783171039587
21.2117443,99.7514266967773,0.0010143783963124,0.0354677760948392
21.2765436,99.7514266967773,0.00101081777470962,0.0353432788360007
21.34420295,99.7514266967773,0.0010075161180605,0.0352278362958217
21.40865325,99.7514266967773,0.00100407032782051,0.0351073541195983
21.47979165,99.7514266967773,0.00100057174863125,0.0349850261759178
21.5456009,99.7514266967773,9.9750802902064E-4,0.0348779031126098
21.6085701,99.7514266967773,9.94177414549955E-4,0.0347614480611872
21.6739502,99.7514266967773,9.91037210624114E-4,0.0346516507211229
21.74119565,99.7514266967773,9.87466319374047E-4,0.0345267943837079
21.82444765,99.7514266967773,9.826743684645E-4,0.0343592436526049
21.9100056,99.7514266967773,9.79447248335798E-4,0.0342464072844685
21.9789705,99.7514266967773,9.76300479210857E-4,0.034136380391988
22.04337695,99.7514266967773,9.73202915266834E-4,0.0340280739603788
22.1089859,99.7514266967773,9.69729545765827E-4,0.0339066274743296
22.1748333,99.7514266967773,9.67069858702002E-4,0.0338136314231469
22.24238015,99.7514266967773,9.63717092811554E-4,0.0336964018465578
22.3065863,99.7514266967773,9.60881226722443E-4,0.0335972456895959
22.37606235,99.7514266967773,9.57795114168178E-4,0.03348933965623
22.4418802,99.7514266967773,9.54693633772264E-4,0.0333808962857435
22.5067921,99.7514266967773,9.51795155604404E-4,0.0332795508952589
22.5723686,99.7514266967773,9.48556232681961E-4,0.0331663018420266
22.6403637,99.7514266967773,9.45513054756765E-4,0.0330598970194673
22.70733545,99.7514266967773,9.42453033497897E-4,0.0329529032691572
22.77149295,99.7514266967773,9.39570507657853E-4,0.0328521156523725
22.8379507,99.7514266967773,9.36698520759635E-4,0.0327516965300572
22.9047499,99.7514266967773,9.33832420565668E-4,0.0326514832365618
22.9719057,99.7514266967773,9.30910033560542E-4,0.0325493018727462
23.0362854,99.7514266967773,9.27811543844148E-4,0.0324409630714737
23.1043043,99.7514266967773,9.25055388305014E-4,0.0323445939966788
23.1697445,99.7514266967773,9.22346664634465E-4,0.0322498833788274
23.23410225,99.7514266967773,9.19451352842952E-4,0.0321486487008025
23.30396935,99.7514266967773,9.16640525062664E-4,0.0320503680091841
23.36868665,99.7514266967773,9.13708919159102E-4,0.0319478643062623
23.43637275,99.7514266967773,9.11067968629591E-4,0.031855523378657
23.4996605,99.7514266967773,9.08353595946425E-4,0.031760615242882
23.56909375,99.7514266967773,9.05654755531731E-4,0.0316662501934172
23.63376615,99.7514266967773,9.02862546511802E-4,0.0315686205074057
23.7015505,99.7514266967773,9.00151820357113E-4,0.0314738398726263
23.76728725,99.7514266967773,8.97494308290897E-4,0.0313809198703111
23.8302555,99.7514266967773,8.94611531010432E-4,0.0312801234619032
23.8940792,99.7514266967773,8.9198872399984E-4,0.0311884169230713
23.96321485,99.7514266967773,8.89612007879016E-4,0.0311053149608048
24.03602695,99.7514266967773,8.86917075548772E-4,0.0310110865576494
24.0979071,99.7514266967773,8.8394726085284E-4,0.0309072468829664
24.16354845,99.7514266967773,8.81659353960665E-4,0.0308272501384848
24.22959995,99.7514266967773,8.79016561898249E-4,0.0307348448216171
24.2941351,99.7514266967773,8.76596165075395E-4,0.0306502155620767
24.35830305,99.7514266967773,8.73846148373225E-4,0.0305540611319309
24.42689895,99.7514266967773,8.71143509067634E-4,0.0304595632541131
24.4956856,99.7514266967773,8.6861682544891E-4,0.0303712176730388
24.5615425,99.7514266967773,8.66281775354503E-4,0.0302895725648428
24.6269369,99.7514266967773,8.63908879063554E-4,0.0302066041630613
24.72964955,99.7514266967773,8.6016291710916E-4,0.0300756264723482
24.7959833,99.7514266967773,8.57714806098877E-4,0.0299900281852754
24.8621931,99.7514266967773,8.55044149828217E-4,0.0298966485953922
24.92855645,99.7514266967773,8.52551860524719E-4,0.0298095056127524
24.9905844,99.7514266967773,8.50268139561E-4,0.0297296552294056
25.05974005,99.7514266967773,8.47965063744491E-4,0.0296491281029542
25.12640575,99.7514266967773,8.45469901508441E-4,0.0295618846681273
25.190609,99.7514266967773,8.43222047021033E-4,0.0294832883573788
25.2584705,99.7514266967773,8.408495278314E-4,0.029400333140958
25.32490065,99.7514266967773,8.38229923166028E-4,0.0293087385722387
25.39428905,99.7514266967773,8.36036093893423E-4,0.0292320312550148
25.4573326,99.7514266967773,8.33573616881869E-4,0.0291459306602052
25.52073765,99.7514266967773,8.31371265030281E-4,0.0290689253507091
25.58693025,99.7514266967773,8.29213229019652E-4,0.0289934695461417
25.65407945,99.7514266967773,8.26964788256745E-4,0.0289148527362498
25.72066025,99.7514266967773,8.24685638418513E-4,0.0288351621824655
25.7871685,99.7514266967773,8.22545199467879E-4,0.0287603216597161
25.85477735,99.7514266967773,8.20103295540195E-4,0.0286749404035033
25.92158505,99.7514266967773,8.17760079491709E-4,0.0285930097724374
25.98728465,99.7514266967773,8.15596114874114E-4,0.0285173466739201
26.0553589,99.7514266967773,8.13252806436341E-4,0.0284354128124595
26.11852265,99.7514266967773,8.11142247559906E-4,0.0283616170475492
26.18183235,99.7514266967773,8.09077270805286E-4,0.0282894150631219
26.25049975,99.7514266967773,8.06610102040838E-4,0.0282031504210083
26.31754495,99.7514266967773,8.04701478494151E-4,0.0281364153319633
26.3848047,99.7514266967773,8.02462892102634E-4,0.0280581430805117
26.4497738,99.7514266967773,8.0030001609364E-4,0.0279825180452322
26.51550675,99.7514266967773,7.98234696291033E-4,0.02791030406612
26.5784235,99.7514266967773,7.9624002531789E-4,0.0278405603258004
26.648447,99.7514266967773,7.94031807570176E-4,0.0277633499150411
26.7150164,99.7514266967773,7.91696581247512E-4,0.0276816986450179
26.7815542,99.7514266967773,7.89898672667438E-4,0.0276188347086517
26.8487587,99.7514266967773,7.87717904747142E-4,0.0275425840820679
26.91154285,99.7514266967773,7.85787863731467E-4,0.0274751001304709
26.97863675,99.7514266967773,7.83601818932699E-4,0.0273986649976468
27.048768,99.7514266967773,7.81832217690498E-4,0.0273367908283391
27.1102247,99.7514266967773,7.79454241233248E-4,0.0272536447983653
27.17533395,99.7514266967773,7.77549552537482E-4,0.0271870472915203
27.24584485,99.7514266967773,7.75574225220398E-4,0.0271179799028111
27.30968475,99.7514266967773,7.73605420273769E-4,0.0270491405690129
27.37873555,99.7514266967773,7.71788094592746E-4,0.0269855977130331
27.4476461,99.7514266967773,7.6976466027143E-4,0.0269148482612388
27.5057936,99.7514266967773,7.67912458674428E-4,0.0268500859676373
27.5765467,99.7514266967773,7.65508954302437E-4,0.0267660473532321
27.64004995,99.7514266967773,7.63422005275053E-4,0.0266930771075193
27.7115631,99.7514266967773,7.61873424055309E-4,0.0266389309110248
27.7777443,99.7514266967773,7.59819271607512E-4,0.0265671073988641
27.84233855,99.7514266967773,7.57964764304755E-4,0.0265022644861802
27.9057398,99.7514266967773,7.56003722179529E-4,0.0264336965797038
27.97377775,99.7514266967773,7.5411643002541E-4,0.0263677073435458
28.04560375,99.7514266967773,7.52111115046773E-4,0.0262975914352019
28.10240265,99.7514266967773,7.50304247796577E-4,0.0262344142586216
28.1723528,99.7514266967773,7.48517150334746E-4,0.0261719283333827
28.2451363,99.7514266967773,7.4685268689588E-4,0.0261137303110448
28.30303955,99.7514266967773,7.44563708943655E-4,0.026033696116911
28.37375925,99.7514266967773,7.4305834442649E-4,0.0259810609939332
28.43588925,99.7514266967773,7.41281964618039E-4,0.0259189498118195
28.50231265,99.7514266967773,7.39436832049736E-4,0.0258544346870537
28.57269,99.7514266967773,7.37508892681691E-4,0.0257870242196395
28.6424866,99.7514266967773,7.35716478439152E-4,0.0257243523929773
28.7026577,99.7514266967773,7.33876189534715E-4,0.0256600066270879
28.7723999,99.7514266967773,7.3215036567128E-4,0.0255996631353594
28.8327942,99.7514266967773,7.30399120278238E-4,0.0255384307789594
28.9086075,99.7514266967773,7.28697530286104E-4,0.0254789346253882
28.9628735,99.7514266967773,7.26971805558422E-4,0.0254185945999448
29.03244785,99.7514266967773,7.25012761766575E-4,0.0253500965652649
29.09994415,99.7514266967773,7.23602707327806E-4,0.0253007939625107
29.1680899,99.7514266967773,7.21493328512795E-4,0.0252270394584893
29.23721885,99.7514266967773,7.19946143032957E-4,0.0251729420640894
29.30266095,99.7514266967773,7.18367905982397E-4,0.0251177589504335
29.36694525,99.7514266967773,7.1651862596178E-4,0.0250530988098524
29.432951,99.7514266967773,7.14801275438317E-4,0.0249930515887523
29.50196645,99.7514266967773,7.13255238565503E-4,0.0249389943554372
29.5655775,99.7514266967773,7.11712118019864E-4,0.0248850390916036
29.6226282,99.7514266967773,7.09755432855542E-4,0.0248166235264176
29.6922874,99.7514266967773,7.0823718197558E-4,0.024763537831314
29.7571554,99.7514266967773,7.066913162572E-4,0.0247094865824196
29.8284197,99.7514266967773,7.04999255615505E-4,0.0246503236229198
29.89448165,99.7514266967773,7.03248824123654E-4,0.0245891197246033
29.96562005,99.7514266967773,7.01708413740901E-4,0.0245352592217098
30.03187275,99.7514266967773,7.0021057586161E-4,0.0244828872678885
30.0996542,99.7514266967773,6.98349706530172E-4,0.0244178219066494
30.1613159,99.7514266967773,6.96801986792975E-4,0.0243637058319222
30.2241106,99.7514266967773,6.95209976549803E-4,0.024308041138105
30.29391285,99.7514266967773,6.93576078509789E-4,0.0242509118360066
30.36077975,99.7514266967773,6.92022496464406E-4,0.0241965907854687
30.4284754,99.7514266967773,6.90375915219185E-4,0.0241390180146568
30.4944477,99.7514266967773,6.88761518802569E-4,0.0240825705875024
30.5483961,99.7514266967773,6.87258265156136E-4,0.0240300092711936
30.6236315,99.7514266967773,6.85854579949907E-4,0.0239809293688779
30.69290735,99.7514266967773,6.84693917460456E-4,0.0239403467643516
