Magnetic Field (Oe),Temperature (K),Moment (emu),M (emu/g)
2830.98803710938,2.9944286,0.195995720047997,6.85299720447542
2766.1640625,2.9952111,0.189583511943436,6.62879412389636
2556.42504882813,2.9946089,0.183241191872725,6.40703468086451
2405.69177246094,2.9956317,0.170340025059455,5.95594493214878
2340.84692382813,2.99460135,0.163917598606985,5.7313845666778
2215.99597167969,2.9948282,0.150804274298921,5.2728767237385
2091.04907226562,2.99583875,0.144212988979765,5.04241220208969
1965.97235107422,2.99512075,0.137639187155165,4.81255899143934
1715.99841308594,2.9962635,0.124251961415699,4.34447417537409
1651.00469970703,2.99549185,0.117571322563831,4.11088540432976
1525.71215820313,2.99459205,0.104098656544824,3.63981316590294
1395.47125244141,2.99521445,0.0972594218007232,3.40067908394137
1195.10540771484,2.9939859,0.090501984607835,3.16440505621801
1045.01971435547,2.9940631,0.0767973831643835,2.68522318756586
895.174468994141,2.9964788,0.0699303732670652,2.44511794640088
729.833343505859,2.9947783,0.0562185931480795,1.96568507510768
659.785675048828,2.9957826,0.0492992871711796,1.72375129969159
544.760650634766,2.99620915,0.0423696854875315,1.48145753452907
309.685592651367,2.99645745,0.0285194202365822,0.997182525754622
-94.924259185791,2.9976289,7.48431310747382E-4,0.0261689269492092
-244.44751739502,2.99741995,-0.0131200320154483,-0.458742378162528
-324.350372314453,2.99764025,-0.0200407600015243,-0.700725874179171
